-1.494982999999999951e+00 -1.030785999999999980e+00 1.000000000000000000e+00
-1.494591000000000003e+00 5.312140000000000750e-01 1.000000000000000000e+00
-1.493573999999999957e+00 1.090237999999999818e+00 1.000000000000000000e+00
-1.491557000000000022e+00 -5.743479999999999697e-01 1.000000000000000000e+00
-1.488485000000000058e+00 9.104690000000000838e-01 1.000000000000000000e+00
-1.488085000000000102e+00 1.200774999999999926e+00 1.000000000000000000e+00
-1.488037000000000054e+00 -1.143984000000000112e+00 1.000000000000000000e+00
-1.486273999999999873e+00 -1.124192000000000080e+00 1.000000000000000000e+00
-1.485946999999999907e+00 1.496460000000000123e+00 1.000000000000000000e+00
-1.485835000000000017e+00 5.057020000000000959e-01 1.000000000000000000e+00
-1.484540999999999888e+00 -1.078818000000000055e+00 1.000000000000000000e+00
-1.483808000000000016e+00 1.191751000000000005e+00 1.000000000000000000e+00
-1.483394000000000101e+00 -1.059999999999999970e-01 1.000000000000000000e+00
-1.481802999999999981e+00 1.147539999999999949e-01 1.000000000000000000e+00
-1.478150000000000075e+00 -2.102020000000000000e-01 1.000000000000000000e+00
-1.476812999999999931e+00 2.812310000000000088e-01 1.000000000000000000e+00
-1.475914999999999866e+00 1.331195000000000128e+00 1.000000000000000000e+00
-1.473184999999999967e+00 -4.879989999999999606e-01 1.000000000000000000e+00
-1.473062000000000094e+00 6.002319999999999878e-01 1.000000000000000000e+00
-1.473025000000000029e+00 -9.511739999999999640e-01 1.000000000000000000e+00
-1.472318000000000016e+00 -1.214240999999999904e+00 1.000000000000000000e+00
-1.471738999999999908e+00 1.103605999999999865e+00 1.000000000000000000e+00
-1.468029999999999946e+00 1.440347000000000044e+00 1.000000000000000000e+00
-1.464111000000000162e+00 -8.213340000000000085e-01 1.000000000000000000e+00
-1.463526000000000105e+00 1.067317000000000071e+00 1.000000000000000000e+00
-1.459473999999999938e+00 6.158829999999999583e-01 1.000000000000000000e+00
-1.459443000000000046e+00 -3.742260000000000031e-01 1.000000000000000000e+00
-1.457991000000000037e+00 7.248750000000000471e-01 1.000000000000000000e+00
-1.451724999999999932e+00 1.275287999999999977e+00 1.000000000000000000e+00
-1.449985000000000079e+00 1.312351000000000045e+00 1.000000000000000000e+00
-1.449887000000000148e+00 -9.636680000000000801e-01 1.000000000000000000e+00
-1.448859000000000119e+00 1.266815000000000024e+00 1.000000000000000000e+00
-1.447940000000000005e+00 -7.935599999999999599e-02 1.000000000000000000e+00
